A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,B01,B02,B03,C01,C02,C03,C04,C05,C06,C07,D01,D02,D03,E01,F01,F02,F03,F04,F05,F06,G01,G02,G03,G04,WA,SP,TEAM,VENDOR_UID,RESPONDED_AT
4,1,1,1,3,,,4,3,,2,,,3,,4,,3,2,,4,,5,5,3,,1,3,4,2,3,4,,,4,4,1,1,6,4,Emergency Department,ffdec5aa4c85391b5bb6c0d2c7102696,2024-09-06 09:43:48
5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,4,4,5,5,5,4,5,3,4,4,5,5,5,3,3,3,1,2,16,Med Surg Unit,1ccf05cf7231c3a7397fce22444aadf3,2024-09-06 10:38:23
5,4,4,5,4,4,4,5,4,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,5,4,4,,5,1,1,2,1,3,3,Med Surg Unit,aec6adede14a7d3c205fe20fb261bebc,2024-09-06 12:51:07
5,4,5,4,4,3,3,4,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,5,2,5,5,5,4,2,5,5,3,3,2,1,2,4,Med Surg Unit,fa03ac54eb1cf307b3c2cd243e708fe3,2024-09-07 06:30:49
4,4,2,3,4,3,3,4,3,3,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,,1,3,3,3,3,4,4,4,3,3,2,1,6,4,Emergency Department,9c162571a713cb6dc67da14a9c6a1883,2024-09-08 06:21:15
5,4,5,5,4,1,4,5,4,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,5,5,1,5,5,5,1,,5,5,2,2,2,1,1,12,Respiratory Care 001,9bdd144ec8fbc140d18eb2d73c858af2,2024-09-08 09:54:27
5,5,4,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,5,4,4,5,5,2,2,2,1,2,4,Med Surg Unit,a4bf5a0e7d3bfd859d1209fad25b0fd1,2024-09-10 06:47:27
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,1,5,5,5,4,4,3,1,6,4,Emergency Department,73c4a51c7ed930aa7205c3664684476a,2024-09-10 08:30:23
4,3,4,4,3,4,5,4,4,2,4,3,4,4,4,4,4,4,5,3,5,5,3,5,,,1,5,4,4,2,4,4,4,2,2,1,1,21,14,Diagnostic Radiology,d78e898c0e24d490f17485617e6c50d3,2024-09-11 06:48:39
5,4,5,3,4,4,3,5,5,4,4,3,3,4,4,4,4,5,5,4,5,5,5,5,5,5,1,4,4,4,4,4,4,3,4,4,2,1,1,12,Respiratory Care 001,73d5b0f60499e3ea2e65543c73cccb87,2024-09-11 06:55:29
5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,,,1,5,5,5,1,5,5,5,3,3,2,1,6,12,Respiratory Care 001,875784792f58df587e77f9e124b7742f,2024-09-11 16:41:35
5,4,4,5,5,4,4,5,5,5,3,4,5,5,5,3,5,5,5,,5,5,5,5,5,5,1,4,5,5,5,5,5,5,2,2,2,1,6,4,Emergency Department,fdead72a8047685e483298ab09e50fdc,2024-09-12 23:19:26
4,2,3,3,3,3,3,4,4,4,3,3,3,3,2,3,3,4,4,3,3,3,3,3,2,4,1,3,4,4,2,2,3,3,1,1,2,1,21,14,Computerized Tomography CT,70ea1c2399dda10059d7cebc6014e8ed,2024-09-13 04:26:22
5,5,4,5,4,4,4,5,5,1,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,,,1,1,1,1,21,14,Ultrasound,c811882eca4aa78e62b86bdf11586ec8,2024-09-13 09:08:19
4,3,3,3,3,3,3,4,4,3,3,3,3,2,3,4,3,4,4,4,3,3,2,3,,,1,3,3,4,3,3,4,3,2,2,1,1,2,3,Med Surg Unit,f88e8537f041cae77f9dae5eafc2efe1,2024-09-14 04:21:21
5,5,5,4,2,4,3,5,2,3,5,4,3,5,4,4,3,4,4,4,4,4,3,5,5,5,2,5,5,5,5,3,4,4,2,2,2,1,6,4,Emergency Department,df9d904861390b84e33a6cc679fa2e4f,2024-09-16 15:41:14
5,5,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,3,3,5,5,5,4,3,4,4,4,3,4,3,4,4,4,3,2,2,1,1,4,Administration,04f5570176b84671401d042b2ba402d5,2024-09-16 23:41:28
4,4,4,2,4,4,4,5,4,4,5,3,4,3,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,3,2,4,4,4,4,3,2,1,1,15,Administration,de54f6b25f5273700e7763252a08a86d,2024-09-17 05:22:11
5,3,5,4,4,4,3,4,4,3,5,4,4,5,4,4,4,4,4,4,4,3,4,4,4,5,1,5,5,5,5,4,4,4,4,4,2,1,21,14,Electrocardiography EKG,a3380fc3f67bc78e720d329a242e9361,2024-09-18 07:48:04
4,3,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,5,,5,5,4,5,5,4,5,5,4,4,4,4,4,4,2,1,1,15,Administration,b3764e5fee7b5bb4d5b44211507033db,2024-09-20 08:09:19
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,4,5,5,5,5,5,5,3,3,1,1,2,10,Rehab Services General OP 001,5a9acd45139c1e098e949cd90ce47201,2024-09-20 16:32:44
4,4,4,4,2,2,2,4,1,2,4,3,4,4,5,4,4,3,3,3,5,5,1,5,5,5,1,5,5,5,4,4,4,4,2,2,1,1,1,12,Respiratory Care 001,830e92f0d1fdc88b2cead18a3ccb05b3,2024-09-21 12:33:24
5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,4,4,4,2,2,1,1,1,12,Respiratory Care 001,d9b354f72a8ca4bbb3a5982a2155f9ec,2024-09-22 10:16:37
4,4,4,2,4,4,4,4,4,3,4,3,3,4,4,4,4,3,3,3,5,5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,2,1,6,4,Emergency Department,04268ea2ec7c17c9419c845c4947c8ef,2024-09-24 06:38:56
4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,3,4,4,4,4,2,1,6,4,Emergency Department,00aa331b7704c932b6df5c592737b975,2024-09-28 04:42:08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,55c9978877e5bc2332c7553b56539a1e,2024-09-27 09:10:07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,ba07c41e8071a89d7889b9532faa3b2b,2024-09-27 16:51:52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,,320c5cf5147d557ad3435c69e3cf7e86,2024-09-27 18:05:17
4,4,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,1,,01a654aeec8d5213cf20e9a42266d9ba,2024-09-27 19:58:45
