A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,B01,B02,B03,C01,C02,C03,C04,C05,C06,C07,D01,D02,D03,E01,F01,F02,F03,F04,F05,F06,G01,G02,G03,G04,WA,SP,TEAM,VENDOR_UID,RESPONDED_AT
2,1,2,1,5,1,3,5,2,3,4,2,2,4,1,5,2,4,2,3,2,2,4,2,2,3,3,3,1,3,5,5,2,2,2,2,2,1,2,4,Bariatric Surgical Unit 001,12442641f2b5568fdce484168fee68a2,2024-09-03 03:50:29
5,5,1,4,1,1,1,5,2,4,1,4,1,1,4,1,4,3,3,4,4,4,4,2,4,5,3,4,4,4,3,2,2,4,2,2,2,1,6,4,Freestanding ER Dept 002,b007eaff2c7397935554b145aaaabe88,2024-09-03 03:54:43
4,2,2,4,1,1,2,5,4,5,4,3,1,4,5,1,5,5,3,4,4,,5,2,3,5,3,4,3,4,4,3,,,3,3,2,1,11,10,Pediatric Rehab Svcs 002,b0749e5c6bc67d7c441142d545b5b0a7,2024-09-03 04:00:18
5,3,2,5,4,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,5,5,2,5,4,5,2,1,1,5,2,2,3,1,22,15,Respiratory Care 001,081509647cb4a9fac6885317c8cc117b,2024-09-03 04:09:02
5,5,2,5,1,1,1,5,1,5,1,5,1,1,4,2,5,5,5,5,5,4,4,1,5,5,1,5,5,5,2,3,3,3,4,3,3,2,24,16,Administration,0c88e60e5c683a1897fa573f05323865,2024-09-03 04:14:41
4,4,2,4,2,3,3,4,3,2,2,3,3,3,4,4,4,3,3,3,4,4,4,3,2,3,1,3,3,3,3,,4,4,2,2,2,1,1,12,Respiratory Care 001,1ec80fa7c8227799077cd1b52ac5b87b,2024-09-03 04:14:49
5,1,4,5,5,1,1,5,1,5,5,4,3,1,2,4,1,2,3,3,4,2,2,3,2,5,3,4,4,2,5,2,2,4,2,2,2,1,15,4,Cardiac Care,c5397dbb20fbfb77bf8c674b547a1401,2024-09-03 04:15:47
5,5,3,5,1,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,5,5,2,5,5,4,4,1,1,5,2,2,2,1,18,4,Surgery,103fbfa86a82e176db65e1918e890733,2024-09-03 04:21:39
4,4,2,,2,,,3,3,3,2,3,3,3,4,2,4,,,,,,,2,,,2,4,4,4,2,4,2,4,1,1,2,1,9,4,Mother Baby Unit 001 (Sacred Hrt Hosp Pensacola),1fb3f41a6e49fd076b6edb5ce47a511f,2024-09-03 04:21:55
5,5,1,5,1,5,1,5,4,5,1,4,1,1,5,1,5,4,5,3,5,5,5,1,5,5,3,5,5,5,1,1,1,5,3,2,3,1,22,12,Respiratory Care Pediatrics,4764716f1a0261ef13f822d42ab69725,2024-09-03 04:22:39
5,4,4,5,2,1,1,4,1,4,2,4,2,2,5,2,5,4,4,4,5,5,5,1,4,4,3,4,4,4,5,2,2,3,4,4,3,1,2,15,Peds Acute Care,880cf6f405675105107aaf56b63aaf40,2024-09-03 05:03:37
4,3,2,4,2,4,3,4,3,3,3,4,2,2,3,2,3,5,4,4,4,4,3,3,5,5,2,2,3,3,3,3,3,3,3,3,3,2,3,24,Sterile Processing 001 (Sacred Hrt Hosp Pensacola),2f5b2be78d5a07ee7d9e521cef61a04d,2024-09-03 05:06:15
5,4,3,5,2,2,3,5,2,4,2,4,2,2,4,2,5,5,5,5,4,,5,1,,,1,4,4,4,2,2,2,4,2,1,2,1,9,4,Labor and Delivery,3928555d9f9b4fac15bbfb0280cf5675,2024-09-03 05:13:06
4,1,5,1,5,5,5,3,2,2,5,2,5,3,2,4,3,3,3,3,3,3,3,4,4,4,3,1,5,1,4,4,4,2,2,4,3,1,1,14,Computerized Tomography CT,475e05418c75ec8b8e56f48c81bcf84c,2024-09-03 05:14:19
5,2,2,3,3,2,2,5,2,4,2,4,2,2,4,2,4,4,4,3,5,5,5,1,5,5,2,4,4,4,3,4,2,4,2,2,2,1,6,4,Observation,7cf9e1f2b7d36035b75d24d970843614,2024-09-03 05:21:49
5,5,3,5,1,1,2,5,2,4,2,5,1,1,5,2,5,4,4,4,5,4,5,2,4,5,5,5,5,5,5,3,3,3,4,4,2,1,6,4,Emergency Department,43742777dcb164dfd987be8cb9907494,2024-09-03 05:22:04
5,5,3,5,1,1,1,5,2,5,2,5,2,2,5,1,5,5,5,4,5,5,5,1,5,5,3,4,5,4,3,1,,,3,2,3,1,34,4,Cardiac Cath Lab,6ac0066ec7bf159e82bf666fb24127e4,2024-09-03 05:25:11
3,2,3,3,5,5,5,2,4,1,5,3,3,3,3,3,3,3,4,,3,2,2,3,3,2,3,2,3,4,2,3,5,4,2,2,2,1,2,3,Bariatric Surgical Unit 001,70e28e2c37845a2388a984df73013e1d,2024-09-03 05:30:40
5,5,2,5,1,1,2,5,2,5,2,4,2,1,4,2,4,3,3,3,4,4,4,2,4,5,2,4,4,4,2,4,,,4,4,2,1,21,14,Ultrasound,8e063549a367ba3a06b9de589e24091d,2024-09-03 05:36:38
5,5,1,,,1,1,5,1,5,1,5,,1,5,1,5,5,5,5,5,5,5,1,,,3,5,5,5,1,4,4,5,4,2,3,2,28,15,Administration,98b9891abb12ffd2ddc540057de3efd1,2024-09-03 05:37:40
5,4,2,5,1,1,1,4,2,5,2,5,2,2,5,1,5,4,4,4,5,5,5,5,4,4,4,5,5,5,1,4,4,4,1,1,3,2,1,16,Admin Pediatric Svcs 001,a470bb16172f09282354379f77e945e7,2024-09-03 05:38:09
5,2,,5,,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,,5,1,5,5,4,3,,,,2,1,2,2,28,20,Total Quality Management,01fe8ec25ca6771b5fcdb5af6a1665f9,2024-09-03 05:38:12
5,1,5,5,5,5,4,5,2,4,2,5,2,2,3,1,5,5,5,5,5,5,5,1,2,2,1,5,5,5,1,1,1,5,2,1,3,1,3,4,Bariatric Surgical Unit 001,e4fc917a62b69f6ecec63e5483aab521,2024-09-03 05:45:06
5,4,1,5,1,1,1,5,1,5,1,4,1,1,5,1,5,5,5,5,5,5,5,1,5,5,2,5,5,5,1,2,2,5,2,2,3,1,8,15,Stepdown Intermediate Care 002,9361eb8b9e1e5eeca10c0e88065bcc62,2024-09-03 05:45:55
5,5,1,5,2,2,2,4,2,4,2,4,2,2,4,2,4,4,5,5,4,4,5,2,4,5,4,4,4,4,3,3,2,4,4,4,2,1,11,4,Pediatric ICU Unit 001,947a6b11a36c019d40e570a3455343df,2024-09-03 05:52:56
5,1,4,3,2,3,3,5,2,3,3,4,2,3,4,3,4,3,3,3,4,4,3,2,4,4,3,3,3,3,3,2,,,2,2,2,1,21,4,Interventional Radiology,ba35f3fe4f3691ec122733dd82205767,2024-09-03 05:55:53
5,3,2,5,2,4,2,4,4,3,3,4,3,2,4,2,4,5,5,5,5,5,5,2,5,5,2,5,4,4,2,4,3,4,2,2,2,1,6,4,Emergency Department,663a544e7ca006549528a67f0ec621dc,2024-09-03 05:57:10
5,4,2,3,3,2,3,5,2,3,3,3,3,2,3,2,3,3,3,4,5,5,4,2,3,5,2,5,2,3,4,2,2,4,2,2,2,1,18,4,Recovery Room,c3092bdafa06f0523be970982292ee0f,2024-09-03 06:12:47
5,1,5,3,,2,2,4,3,4,5,3,3,2,3,3,4,3,4,4,4,4,4,2,3,4,2,4,4,4,2,,3,4,3,3,3,1,21,14,Computerized Tomography CT,03636babc518b5cbba1623558407d3ae,2024-09-03 06:16:43
5,2,5,,3,4,4,4,2,2,3,3,,3,3,2,,2,2,2,3,,,,,,1,4,3,4,4,,,,2,2,2,1,1,14,EEG,5c8b26a22762dd08c7789c15006523d4,2024-09-03 06:17:59
5,3,,5,1,1,,5,1,5,,,,,5,1,5,,5,5,5,5,5,1,,,1,5,5,5,1,,,,2,2,3,2,28,4,Total Quality Management,4854a7d9bb813853bdbfb06d992b6566,2024-09-03 06:23:42
5,2,4,5,1,1,1,4,3,5,4,4,3,2,3,2,4,4,4,4,4,3,4,2,3,4,2,4,4,3,4,,,,2,2,3,1,1,15,Peds Acute Care,6eae90e3c546e5f1ac993aa7bee80dcc,2024-09-03 06:23:46
5,2,,3,2,3,4,5,1,4,3,3,3,3,2,3,3,3,3,3,5,5,5,2,4,5,3,5,4,3,3,4,4,4,4,3,2,1,18,4,Recovery Room,d92aa715be9359b5a5d5edd5418e870c,2024-09-03 06:26:14
4,4,3,5,1,1,1,5,3,5,3,4,2,3,4,2,4,5,5,5,5,4,5,2,4,5,2,4,3,3,3,2,2,3,4,4,3,1,18,15,Surgery,c551908b46c61a1d57c73aa5ce78e943,2024-09-03 06:26:21
5,4,2,4,2,3,4,5,2,2,2,3,3,3,2,2,2,4,3,4,4,4,3,2,1,4,5,4,4,4,4,2,2,4,3,3,2,1,8,4,Intensive Care Unit,f0066205cdf2eb8830a614a550a9fa39,2024-09-03 06:26:37
5,3,2,3,1,2,2,5,3,3,3,3,3,2,4,2,4,4,3,2,4,4,4,2,4,4,3,4,4,3,3,2,2,4,3,3,2,2,18,4,Recovery Room,85c573800bb9bb0999fe6042184ec615,2024-09-03 06:27:12
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,,,1,5,5,4,1,,,,4,4,3,2,24,10,Rehab Administration 001 (Sacred Hrt Hosp Pensacola),aee34c2784536eda2d5549854c4f866d,2024-09-03 06:27:23
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,4,5,5,5,5,5,1,3,1,5,3,3,2,1,11,16,Pediatric ICU Unit 001,788c3ac47e8aa3d4581b2c296b305252,2024-09-03 06:27:24
4,3,2,4,2,2,3,4,3,4,2,4,2,2,4,2,4,5,5,5,4,3,3,3,4,4,1,4,5,4,2,2,2,4,2,2,2,1,6,3,Emergency Department Peds,04ef2583e994f697732a0bd1882d7692,2024-09-03 06:33:17
2,3,3,2,,4,4,2,4,2,3,3,4,3,3,3,3,2,2,2,2,2,2,4,2,3,1,2,3,3,3,3,,,2,2,2,1,18,4,Peds Surgery 001,3f4eedd66dc95a3cf4da3d8726864461,2024-09-03 06:39:34
5,3,5,3,5,3,4,5,4,3,3,5,1,3,5,1,5,3,5,2,3,,4,1,4,,3,4,,,,,5,5,2,2,1,1,6,3,Observation Unit 002,7cc7a3b9352949cd6790b7432d7fb3de,2024-09-03 06:40:46
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,4,5,2,4,4,5,5,5,5,1,1,1,5,3,2,3,1,6,15,Observation Unit 002,b5f22f08ec002011a462cb19eb1753e3,2024-09-03 06:45:48
5,5,3,5,2,2,2,5,2,5,2,5,2,2,5,2,5,5,5,5,5,5,4,2,4,4,1,4,5,5,2,2,2,5,4,4,2,1,6,24,Emergency Department,cb4fac1823858a456f14a69326ce2e38,2024-09-03 06:49:15
1,2,2,2,1,3,4,2,4,2,4,2,3,4,2,3,2,2,2,1,2,,2,3,3,3,2,2,1,1,4,4,4,2,4,4,1,1,18,4,Recovery Room,3e1d1be0ed717ba62f32cce29c0fa960,2024-09-03 06:49:59
5,4,1,4,1,2,2,4,1,5,2,5,1,1,5,1,5,5,5,5,5,5,5,1,4,5,2,5,4,4,3,2,1,5,4,2,1,1,11,4,Neonatal ICU Unit 002,40964e500d32880a58b94c41cf4cd099,2024-09-03 06:50:59
5,4,2,4,2,1,1,5,1,5,2,4,1,2,5,1,4,5,5,5,5,4,5,1,4,5,2,5,4,4,2,2,2,4,3,3,2,1,11,4,Peds Acute Care,b9237a94efbdc5f58af2ece1e1f3b336,2024-09-03 06:52:16
5,4,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,,,1,5,5,5,2,,,,2,2,2,2,28,4,Total Quality Management,40deb25c1a2ff988238a67364265b8b9,2024-09-03 06:53:51
4,4,1,4,1,1,1,5,2,4,2,3,2,2,4,2,4,3,3,3,4,4,4,2,4,4,3,4,4,4,3,3,2,4,3,3,3,1,18,4,Surgery,c8da2bcdff32b5e960bcc2bfb4cd1caf,2024-09-03 06:57:26
4,4,2,4,3,2,2,4,2,4,2,4,2,1,4,2,4,5,5,5,5,5,5,1,5,5,3,4,4,4,2,3,,,2,2,2,1,34,24,Electrocardiography EKG,9e7ceff93184a3cac8138ef17f339083,2024-09-03 06:58:18
5,3,,4,,2,2,5,1,5,,4,,2,5,2,5,3,5,2,4,4,5,3,5,5,1,3,4,3,2,,,,4,4,2,2,26,15,Resident Mgmt Suprt Srvcs 001,a2c61ca5012b7af9cba224c05ad9f0e5,2024-09-03 06:58:39
5,4,2,4,1,2,2,5,1,4,1,4,2,1,4,1,4,5,4,5,4,4,4,2,3,3,3,4,5,5,2,2,2,4,2,2,2,1,34,24,Electrocardiography EKG,64f6d04fe91cf7dbea3486ab208770d7,2024-09-03 07:03:33
1,1,1,1,2,3,3,5,3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,1,4,1,1,1,3,3,3,1,1,1,1,6,3,Observation Unit 002,717e0757506a9236be2a032840c44de8,2024-09-03 07:03:44
5,5,2,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,4,4,4,5,5,5,1,3,2,4,4,2,3,2,2,15,Nursing Administration,e27790b13457e1970d58fea9edf6ea8e,2024-09-03 07:08:02
5,3,1,4,3,1,1,5,1,4,1,4,2,1,5,1,5,4,4,4,4,,5,2,,,3,5,5,5,2,2,1,5,4,4,2,1,11,4,Neonatal ICU,f7ba24ec715626fec89961ab4e9fe50a,2024-09-03 07:11:02
5,2,2,3,4,2,2,5,1,3,3,4,2,1,5,1,5,4,4,3,5,5,5,1,4,4,4,5,5,4,2,1,1,5,2,2,2,1,18,4,Surgery,552a1a882f8311da7950d05d217e9a5b,2024-09-03 07:16:56
5,5,1,5,1,4,4,5,4,5,2,5,2,1,5,1,5,4,5,5,3,4,4,3,2,3,4,3,5,4,1,4,4,5,4,2,3,1,6,15,Emergency Department,737d0ab2a4e58085ef4eb8a6774da561,2024-09-03 07:17:29
5,5,2,4,3,1,1,5,2,4,1,5,1,1,5,2,5,4,5,5,5,5,5,2,,,2,5,5,4,2,1,1,5,1,1,2,1,34,14,Electrocardiography EKG,13198bf44a916b01bdb5f19da37aa0c4,2024-09-03 07:19:17
5,1,5,5,1,2,2,5,1,5,2,4,2,4,4,3,4,5,5,5,5,5,5,1,4,5,2,5,4,3,4,5,5,2,2,2,3,2,34,24,Trauma Services Surgery,3039590d5cd07d68add214b3ba15d62f,2024-09-03 07:22:13
5,4,2,4,3,2,2,5,1,3,2,3,2,2,4,2,2,3,3,4,3,4,3,3,4,5,2,3,4,2,2,4,2,5,2,2,2,1,8,4,Intensive Care Unit,d9830ac149151c6b59140a8cd9c4e7f4,2024-09-03 07:22:42
5,3,2,4,1,2,2,5,2,4,3,4,2,2,4,2,4,4,4,4,4,4,4,2,4,4,3,4,3,3,4,2,2,4,2,2,2,1,6,4,Emergency Department Peds,52ac5959def3ea9e508bfd4b7aa7c3d9,2024-09-03 07:33:30
5,4,2,4,4,4,4,5,2,4,4,2,3,4,3,2,4,4,5,5,4,4,4,3,4,5,5,3,4,3,4,5,4,4,3,3,2,1,9,4,Mother Baby Unit 001 (Sacred Hrt Hosp Pensacola),fadc26b6d2d1ec78048cdad1db7b0de4,2024-09-03 07:35:09
5,4,1,4,1,2,1,5,1,5,2,2,1,1,4,2,4,3,4,4,4,4,4,2,,,2,4,4,4,4,1,1,5,3,3,2,1,9,4,Labor and Delivery,11a0c19e2a7cbd846a0e5bba8f57a0bc,2024-09-03 07:36:34
5,5,1,4,1,2,2,4,2,4,2,4,2,2,4,2,4,5,5,5,5,5,5,1,4,5,5,5,4,4,4,2,2,4,2,2,3,2,18,16,Surgery,0493cb5a43eca084a3c5dc70f7a965cf,2024-09-03 07:40:29
4,4,5,5,1,3,3,4,4,5,1,4,1,1,5,1,5,5,5,5,5,5,5,1,5,5,1,3,5,3,3,1,1,5,2,2,3,1,6,3,Observation Unit 002,e69d5d52be3862c5cdaee9ca7959cf91,2024-09-03 07:43:40
5,5,,,,1,1,5,1,5,1,,,,5,1,5,5,5,5,5,5,5,1,,,1,5,5,5,1,,,,3,2,2,2,24,24,Resident Mgmt Suprt Srvcs 001,4efbca6d3c3fed9325371b730baa29d2,2024-09-03 07:51:12
4,3,2,2,2,2,2,4,3,4,2,4,2,2,5,2,5,5,5,4,5,5,5,2,5,,1,4,5,5,3,2,2,4,1,1,2,2,18,23,Surgery,3daa7c4e06050832a6feaf5801f76f59,2024-09-03 07:53:24
5,4,2,4,2,5,2,5,5,5,2,5,2,2,5,2,5,5,5,5,5,5,5,1,5,5,1,5,5,5,2,2,2,5,3,2,1,1,22,12,Freestanding ER Dept 002,fdcd3a000227b6301087f72e4c4b3970,2024-09-03 07:55:19
2,2,,,,2,4,4,4,2,,,,,,5,,3,3,1,,,,4,,,1,3,4,4,2,,,,4,4,3,2,34,23,Materials Management,e34f2aa08ac02ced173f47e888c0e115,2024-09-03 07:57:38
5,3,2,5,3,2,1,5,2,5,2,5,2,2,5,1,5,5,5,5,4,4,5,1,5,5,2,4,5,4,2,3,2,4,2,2,2,1,34,4,Neuro Science Unit,ad7b1dcbbc045e922f002dce03411c36,2024-09-03 08:01:20
2,4,,2,,3,4,2,4,2,3,3,3,3,3,2,4,4,3,3,3,,,3,,,1,3,4,4,2,,,,4,1,2,2,34,23,Rehab Administration 001,6a09d9d3f064a102f36d59203bd6e9a1,2024-09-03 08:05:13
5,2,,5,1,1,1,4,1,5,2,5,1,1,5,2,5,,,4,5,4,5,1,,,1,5,5,4,4,,,,2,2,3,2,28,24,Total Quality Management,0c74f331605dbcea5f512fda3de9dcf4,2024-09-03 08:09:06
5,5,1,5,2,1,1,5,2,5,1,5,2,1,5,1,5,4,5,2,5,5,5,1,3,4,3,5,4,4,3,4,4,3,3,3,3,1,14,15,Rehab Administration 001 (Sacred Hrt Hosp Pensacola),b3f63652dc249b507133ae131a8684a9,2024-09-03 08:09:21
4,2,4,3,2,3,4,4,3,4,4,2,5,3,4,3,3,4,4,4,4,2,3,3,4,4,2,3,3,2,4,4,4,2,1,1,2,1,15,4,Cardiac Care,2c815398f17178295ca1bdde91ff0408,2024-09-03 08:18:25
3,1,5,2,5,5,4,4,5,1,4,3,5,5,1,,2,5,2,1,3,1,2,4,2,3,2,2,2,2,4,5,3,4,2,2,2,2,15,3,Monitor Room 001,86656ca28f45000eb5080ff2049d72ca,2024-09-03 08:20:11
5,,2,5,2,2,2,5,2,5,2,5,2,2,5,2,5,3,4,4,5,5,5,2,,,1,4,5,,2,,,,2,2,1,2,34,23,Pastoral Care Spiritual Care,18a666ba4d664af16297247029fc1ae0,2024-09-03 08:22:45
5,4,2,4,,1,1,5,1,5,2,4,2,1,5,1,5,5,4,2,4,4,4,2,3,3,3,4,4,4,2,2,2,4,3,3,1,1,1,4,Float Staffing 001,3e3080665a29d429a9950b0d2738250c,2024-09-03 08:23:17
5,5,1,5,,1,1,5,1,5,1,5,1,1,5,1,5,,5,5,5,5,5,1,,,2,5,5,5,5,1,1,5,4,3,2,1,1,4,Float Staffing 001,58b72bbc699b1c8e5e5d68b301b98a31,2024-09-03 08:28:17
5,5,1,5,1,1,1,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,4,5,2,5,5,5,1,1,1,5,4,4,2,1,21,15,Ultrasound 003,c2a8e7e5a49b1c429a1900ae3a67a380,2024-09-03 08:29:54
5,3,2,4,1,3,3,5,3,4,3,4,3,3,5,1,5,4,4,4,4,4,4,2,4,4,2,4,2,2,4,2,2,4,2,2,2,1,6,4,Emergency Department Peds,7ba002bccd6344a36beafb16aaeabf36,2024-09-03 08:32:24
4,3,3,4,3,3,3,4,3,3,3,3,3,2,4,3,4,4,4,3,4,3,,,,5,1,4,4,4,3,3,3,3,4,3,2,1,18,14,Surgery,d8e244ba3b245258c37732e76eefa50d,2024-09-03 08:36:13
5,4,,5,2,2,1,5,1,5,2,5,1,1,5,2,5,4,5,5,5,5,5,1,4,4,2,5,5,5,5,,,,1,1,3,1,1,16,Admin Pediatric Svcs 001,af5f31f89bd0efa055c0d91d818868ff,2024-09-03 08:39:51
5,5,,5,,2,,5,1,5,1,5,1,1,5,1,5,5,5,5,5,5,5,1,5,5,3,5,5,5,1,,,,2,2,3,2,28,4,Total Quality Management,c545aa96f9cbce3e87ebf27719339e8d,2024-09-03 08:41:25
5,5,1,5,1,1,1,5,1,5,,,1,1,5,1,5,5,5,5,5,5,5,1,5,5,2,5,5,5,1,1,1,5,4,2,3,2,24,16,Administration,c578c9af2e35e335b5fc2e03a190fb13,2024-09-03 08:42:25
5,4,,,,2,,4,1,4,2,,,,,3,,,,,,,,,,,1,,4,4,4,2,2,4,3,3,2,2,34,24,Surgery,1473bf24220dae00d2f6f2e8447aec20,2024-09-03 08:42:39
5,4,3,4,2,1,2,5,2,5,5,3,1,1,5,1,5,4,,3,5,,5,1,4,5,3,4,4,5,2,4,3,5,3,2,3,1,2,16,Nursing Unit 002,965fa9d5a8e1af403f16ad21ad918ae7,2024-09-03 08:45:07
5,5,,5,,1,1,5,1,4,,5,1,2,5,2,5,5,5,5,5,5,4,5,5,5,2,5,4,4,3,,,,4,4,3,2,28,16,Infection Control,be1b2df12d38789207e25c603bb9c3a6,2024-09-03 08:47:28
2,4,1,2,1,2,,4,4,4,4,2,4,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,18,4,Surgery Ambulatory 001,2e9d1b90aaa9cbbd30468666086c526a,2024-09-03 08:48:06
4,3,2,5,3,1,1,5,4,5,2,3,2,2,4,1,4,3,3,3,3,4,4,2,3,3,3,5,1,3,4,3,3,5,3,2,2,1,6,4,Emergency Department Peds,870875e1e9d07992ec6adfe7ef0fd9c6,2024-09-03 08:50:05
5,5,5,5,3,3,3,5,4,5,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,5,2,4,5,5,5,3,3,3,2,2,2,1,1,4,Float Staffing 001,ec78b8001ac74eee411f9446151a4065,2024-09-03 08:54:50
5,4,3,3,1,2,2,5,3,4,2,3,3,3,4,2,4,4,4,4,4,,4,3,,,1,4,4,4,3,2,2,4,2,1,1,1,6,4,Emergency Department,104203cf71e0eaa444a3946c0dbe8569,2024-09-03 08:59:49
5,2,2,5,,2,2,4,1,5,2,5,2,2,4,1,4,4,5,4,4,3,4,2,4,4,5,4,5,4,2,,3,4,3,3,3,1,34,16,Sterile Processing 001,dd0be40b163585df3356aaef8ff5d9ad,2024-09-03 09:11:55
4,4,3,3,2,3,3,2,4,3,2,3,4,3,3,2,3,,,,4,,3,3,,,2,3,3,3,3,3,3,3,2,2,2,1,18,4,Surgery,633a3f7c7268f0f86ae7929ed6bb1060,2024-09-03 09:17:24
5,2,2,4,2,2,2,5,2,4,4,4,2,2,5,2,4,5,5,5,5,5,5,1,5,5,1,5,4,4,2,,2,4,1,1,2,1,18,14,Surgery,20cdb128e6411452b6caf71bdd71f173,2024-09-03 09:33:13
4,5,3,3,4,4,5,4,2,3,4,3,4,3,4,3,4,3,3,3,4,2,2,3,5,5,4,4,3,3,3,3,3,3,2,2,3,1,18,14,Surgery,423b51958182830cc0803b864f49ac78,2024-09-03 10:01:56
5,5,2,5,1,1,,4,4,,2,4,,1,5,1,5,,5,5,5,5,5,1,5,5,1,5,5,5,3,,1,5,1,1,2,1,6,2,Freestanding ER Dept 001,24886f54fb2b34f34e060933f5cea09d,2024-09-03 10:05:47
5,2,1,5,2,1,1,5,1,5,4,5,1,1,5,1,5,5,5,5,5,,5,1,5,5,1,5,5,5,5,2,2,,3,3,2,1,10,24,Pediatric Support Svcs 001,ee2d348a8fc815254ee0188fd05ddb2b,2024-09-03 10:06:26
3,1,5,2,1,5,5,3,2,2,2,4,4,2,4,3,4,3,3,4,4,4,4,1,,,1,3,3,3,3,3,3,3,2,2,3,1,1,14,EEG,d675bf0d30648221da241e202dce2887,2024-09-03 10:13:32
5,4,1,5,2,1,1,4,2,4,2,4,1,2,5,2,5,5,5,5,4,4,,1,,4,1,5,5,5,2,,3,5,1,1,2,1,22,12,Respiratory Care 001,d095e6500d038bf9fe629f8dbde5ada8,2024-09-03 10:23:22
4,4,2,2,2,2,4,4,2,4,5,4,4,2,4,5,4,2,3,2,3,3,4,3,4,4,2,3,4,4,4,1,1,4,3,4,2,1,18,4,Surgery,0548dd910e24e9d52c4e837b51deee1f,2024-09-03 10:25:06
5,4,3,4,4,2,2,5,3,4,2,3,2,3,4,2,4,5,4,5,5,4,5,1,5,5,2,5,2,2,5,2,2,4,3,2,3,1,24,15,Nursing Administration,46b8aab08c9f3b63ec30004799e9dd50,2024-09-03 10:33:14
